LoanID,PoolID,BorrowerID,VehicleKey,GeoKey,ServicerID,OriginationDateKey,OriginationDate,OriginalLoanAmount,CurrentBalance,InterestRate,OriginalTerm,RemainingTerm,MonthsOnBook,LTV_Current,DTI_Ratio,CIBIL_Score_Orig,CIBIL_Score_Current,CIBILBand_Curr,DelinquencyDays,DPD_Bucket,IFRS9_Stage,PD_Estimate,LGD_Estimate,EAD,ECL_Provision,IsDefaulted,LossAmount,RecoveryAmount,NetLoss,PrepaymentAmount
L2400208,ZAAUTO2024-1,B2400208,2,10,SRV-BAJAJ,20220530,2022-05-30,476132.79,256286.59,8.0,60,31,29,90.67,21.45,584,572,Subprime,0,Current,1,0.181378,0.432286,256286.59,20094.68,False,0.0,0.0,0.0,0.0
L2400209,ZAAUTO2024-1,B2400209,5,12,SRV-BAJAJ,20220730,2022-07-30,1174725.79,327263.69,12.03,48,21,27,74.37,29.89,738,758,Excellent,0,Current,1,0.018584,0.427304,327263.69,2598.74,False,0.0,0.0,0.0,239284.61
L2400210,ZAAUTO2024-1,B2400210,3,9,SRV-ICICI,20230430,2023-04-30,1214389.4,804678.1,16.0,48,30,18,61.72,40.19,816,778,Excellent,0,Current,1,0.011447,0.247392,804678.1,2278.82,False,0.0,0.0,0.0,0.0
L2400211,ZAAUTO2024-1,B2400211,7,4,SRV-HDFC,20230430,2023-04-30,1364986.77,1044163.35,10.34,72,54,18,66.53,37.02,825,842,Excellent,0,Current,1,0.004787,0.353369,1044163.35,1766.15,False,0.0,0.0,0.0,0.0
L2400212,ZAAUTO2024-1,B2400212,1,6,SRV-ICICI,20211030,2021-10-30,583700.77,255076.88,9.87,60,24,36,73.83,31.94,735,782,Excellent,19,1-29 DPD,1,0.010492,0.348077,255076.88,931.51,False,0.0,0.0,0.0,0.0
L2400213,ZAAUTO2024-1,B2400213,4,4,SRV-BAJAJ,20240229,2024-02-29,761373.58,646505.49,9.81,60,52,8,71.6,28.76,739,742,Super Prime,9,1-29 DPD,1,0.028307,0.354897,646505.49,6494.73,False,0.0,0.0,0.0,0.0
L2400214,ZAAUTO2024-1,B2400214,3,5,SRV-HDFC,20220130,2022-01-30,280019.6,184004.41,10.49,84,51,33,68.84,31.85,693,694,Prime,0,Current,1,0.087582,0.432118,184004.41,6963.81,False,0.0,0.0,0.0,0.0
L2400215,ZAAUTO2024-1,B2400215,4,2,SRV-ICICI,20221030,2022-10-30,882569.92,552505.01,10.0,60,36,24,64.69,42.66,730,780,Excellent,0,Current,1,0.010954,0.335288,552505.01,2029.16,False,0.0,0.0,0.0,0.0
L2400216,ZAAUTO2024-1,B2400216,6,12,SRV-HDFC,20230630,2023-06-30,1313175.48,1031059.48,9.9,72,56,16,74.63,47.72,760,763,Excellent,0,Current,1,0.016362,0.298179,1031059.48,5030.46,False,0.0,0.0,0.0,0.0
L2400217,ZAAUTO2024-1,B2400217,1,14,SRV-BAJAJ,20220130,2022-01-30,800727.46,532602.42,11.61,84,51,33,76.83,33.87,806,785,Excellent,0,Current,1,0.009853,0.374817,532602.42,1967.04,False,0.0,0.0,0.0,0.0
L2400218,ZAAUTO2024-1,B2400218,8,6,SRV-HDFC,20210730,2021-07-30,464273.58,177206.8,8.92,60,21,39,74.87,45.85,840,833,Excellent,0,Current,1,0.005083,0.427944,177206.8,385.47,False,0.0,0.0,0.0,0.0
L2400219,ZAAUTO2024-1,B2400219,8,2,SRV-BAJAJ,20240330,2024-03-30,979608.01,775329.24,11.98,36,29,7,68.98,15.8,758,743,Super Prime,0,Current,1,0.027565,0.364611,775329.24,7792.58,False,0.0,0.0,0.0,0.0
L2400220,ZAAUTO2024-1,B2400220,9,4,SRV-HDFC,20221130,2022-11-30,621308.82,404883.73,12.06,60,37,23,70.87,38.36,748,750,Excellent,18,1-29 DPD,1,0.0229,0.365204,404883.73,3386.12,False,0.0,0.0,0.0,0.0
L2400221,ZAAUTO2024-1,B2400221,9,12,SRV-ICICI,20211230,2021-12-30,840201.65,541059.16,10.1,84,50,34,61.97,26.62,739,704,Super Prime,0,Current,1,0.071957,0.388084,541059.16,15109.32,False,0.0,0.0,0.0,0.0
L2400222,ZAAUTO2024-1,B2400222,1,14,SRV-HDFC,20230330,2023-03-30,1154997.29,730349.27,13.12,48,29,19,74.94,34.08,629,649,Near Prime,71,60-89 DPD,2,0.465484,0.524623,730349.27,178354.07,False,0.0,0.0,0.0,0.0
L2400223,ZAAUTO2024-1,B2400223,7,12,SRV-BAJAJ,20220930,2022-09-30,426056.01,199383.11,11.28,72,47,25,75.58,36.69,667,650,Prime,0,Current,1,0.149202,0.339886,199383.11,10111.05,False,0.0,0.0,0.0,99549.32
L2400224,ZAAUTO2024-1,B2400224,5,8,SRV-HDFC,20230530,2023-05-30,699211.76,381039.65,12.29,36,19,17,59.99,30.14,784,786,Excellent,0,Current,1,0.009655,0.367338,381039.65,1351.36,False,0.0,0.0,0.0,0.0
L2400225,ZAAUTO2024-1,B2400225,1,7,SRV-BAJAJ,20220228,2022-02-28,924373.87,566681.5,12.42,72,40,32,71.39,58.26,732,720,Super Prime,0,Current,1,0.049924,0.403455,566681.5,11414.06,False,0.0,0.0,0.0,0.0
L2400226,ZAAUTO2024-1,B2400226,6,6,SRV-ICICI,20210730,2021-07-30,939922.51,380685.46,13.12,60,21,39,69.16,21.98,724,705,Super Prime,0,Current,1,0.070453,0.390537,380685.46,10474.42,False,0.0,0.0,0.0,0.0
L2400227,ZAAUTO2024-1,B2400227,8,12,SRV-BAJAJ,20231030,2023-10-30,822974.02,618341.23,11.25,48,36,12,54.1,39.07,794,803,Excellent,0,Current,1,0.007126,0.29692,618341.23,1308.3,False,0.0,0.0,0.0,0.0
L2400228,ZAAUTO2024-1,B2400228,7,1,SRV-HDFC,20240330,2024-03-30,1005393.1,891496.09,12.76,72,65,7,68.53,46.73,703,725,Super Prime,27,1-29 DPD,1,0.044086,0.353187,891496.09,13881.14,False,0.0,0.0,0.0,0.0
L2400229,ZAAUTO2024-1,B2400229,4,0,SRV-BAJAJ,20220430,2022-04-30,1213729.46,649532.77,10.16,60,30,30,62.55,22.73,703,708,Super Prime,0,Current,1,0.066028,0.295235,649532.77,12661.86,False,0.0,0.0,0.0,0.0
L2400230,ZAAUTO2024-1,B2400230,8,14,SRV-HDFC,20220830,2022-08-30,1174160.04,776270.31,8.43,72,46,26,81.5,33.51,765,765,Excellent,0,Current,1,0.015565,0.3944,776270.31,4765.38,False,0.0,0.0,0.0,0.0
L2400231,ZAAUTO2024-1,B2400231,3,14,SRV-HDFC,20230530,2023-05-30,858966.91,629678.26,11.28,60,43,17,67.65,24.75,745,740,Super Prime,11,1-29 DPD,1,0.029848,0.399044,629678.26,7499.85,False,0.0,0.0,0.0,0.0
L2400232,ZAAUTO2024-1,B2400232,4,10,SRV-BAJAJ,20230630,2023-06-30,955200.22,539039.33,10.39,36,20,16,63.33,21.72,701,699,Prime,51,30-59 DPD,2,0.289147,0.353406,539039.33,55082.49,False,0.0,0.0,0.0,0.0
L2400233,ZAAUTO2024-1,B2400233,4,13,SRV-HDFC,20220830,2022-08-30,568987.94,343685.46,11.46,60,34,26,83.59,29.7,722,760,Excellent,32,30-59 DPD,2,0.134136,0.303821,343685.46,14006.37,False,0.0,0.0,0.0,0.0
L2400234,ZAAUTO2024-1,B2400234,9,6,SRV-HDFC,20210730,2021-07-30,1224135.73,257493.1,10.68,48,9,39,66.39,30.01,839,829,Excellent,0,Current,1,0.005248,0.367858,257493.1,497.12,False,0.0,0.0,0.0,0.0
L2400235,ZAAUTO2024-1,B2400235,0,1,SRV-ICICI,20221030,2022-10-30,818925.93,434517.75,11.73,48,24,24,68.94,43.42,762,732,Super Prime,0,Current,1,0.036837,0.248801,434517.75,3982.34,False,0.0,0.0,0.0,0.0
L2400236,ZAAUTO2024-1,B2400236,6,4,SRV-HDFC,20220330,2022-03-30,1136245.85,444670.26,12.39,48,17,31,56.21,40.36,750,741,Super Prime,0,Current,1,0.029067,0.323996,444670.26,4187.77,False,0.0,0.0,0.0,0.0
L2400237,ZAAUTO2024-1,B2400237,1,4,SRV-HDFC,20220330,2022-03-30,1190000.63,732494.9,10.91,72,41,31,89.22,45.38,624,611,Near Prime,0,Current,1,0.173888,0.362593,732494.9,46184.25,False,0.0,0.0,0.0,0.0
L2400238,ZAAUTO2024-1,B2400238,0,13,SRV-HDFC,20220630,2022-06-30,690958.14,165573.83,11.23,36,8,28,83.74,23.54,756,764,Excellent,41,30-59 DPD,2,0.129894,0.379657,165573.83,8165.28,False,0.0,0.0,0.0,0.0
L2400239,ZAAUTO2024-1,B2400239,1,8,SRV-ICICI,20220330,2022-03-30,1255515.72,495369.23,13.11,48,17,31,81.41,36.22,781,830,Excellent,0,Current,1,0.005205,0.306753,495369.23,790.89,False,0.0,0.0,0.0,0.0
L2400240,ZAAUTO2024-1,B2400240,5,7,SRV-HDFC,20230630,2023-06-30,678950.27,536777.73,11.18,72,56,16,55.08,39.25,819,854,Excellent,0,Current,1,0.004513,0.316256,536777.73,766.16,False,0.0,0.0,0.0,0.0
L2400241,ZAAUTO2024-1,B2400241,1,8,SRV-BAJAJ,20231030,2023-10-30,892633.17,568524.13,11.39,60,48,12,75.65,50.66,816,807,Excellent,0,Current,1,0.006716,0.363975,568524.13,1389.74,False,0.0,0.0,0.0,154137.4
L2400242,ZAAUTO2024-1,B2400242,5,1,SRV-BAJAJ,20210830,2021-08-30,854438.05,361519.25,13.3,60,22,38,65.86,33.73,760,761,Excellent,0,Current,1,0.017211,0.390664,361519.25,2430.69,False,0.0,0.0,0.0,0.0
L2400243,ZAAUTO2024-1,B2400243,3,0,SRV-HDFC,20220330,2022-03-30,1091877.34,561081.02,9.21,60,29,31,72.32,38.8,800,797,Excellent,0,Current,1,0.007857,0.377277,561081.02,1663.18,False,0.0,0.0,0.0,0.0
L2400244,ZAAUTO2024-1,B2400244,2,13,SRV-ICICI,20211130,2021-11-30,1189589.14,547438.64,11.04,60,25,35,77.79,54.68,707,732,Super Prime,0,Current,1,0.036837,0.439123,547438.64,8855.25,False,0.0,0.0,0.0,0.0
L2400245,ZAAUTO2024-1,B2400245,4,0,SRV-HDFC,20210730,2021-07-30,1250759.23,495104.25,11.47,60,21,39,86.5,27.11,877,889,Excellent,0,Current,1,0.004147,0.335961,495104.25,689.85,False,0.0,0.0,0.0,0.0
L2400246,ZAAUTO2024-1,B2400246,5,4,SRV-ICICI,20211130,2021-11-30,897147.2,268155.23,10.76,48,13,35,70.32,29.07,677,683,Prime,13,1-29 DPD,1,0.105192,0.268663,268155.23,7578.37,False,0.0,0.0,0.0,0.0
L2400247,ZAAUTO2024-1,B2400247,9,4,SRV-HDFC,20230530,2023-05-30,806474.55,536270.54,12.11,48,31,17,65.33,26.95,765,786,Excellent,0,Current,1,0.009655,0.304143,536270.54,1574.69,False,0.0,0.0,0.0,0.0
L2400248,ZAAUTO2024-1,B2400248,5,1,SRV-ICICI,20220730,2022-07-30,1066797.18,622732.2,10.54,60,33,27,91.79,33.93,800,794,Excellent,0,Current,1,0.008283,0.341605,622732.2,1761.97,False,0.0,0.0,0.0,0.0
L2400249,ZAAUTO2024-1,B2400249,4,9,SRV-BAJAJ,20230130,2023-01-30,739984.04,428874.94,9.72,48,27,21,81.36,13.6,777,754,Excellent,0,Current,1,0.020616,0.39054,428874.94,3453.09,False,0.0,0.0,0.0,0.0
L2400250,ZAAUTO2024-1,B2400250,0,1,SRV-HDFC,20210930,2021-09-30,694072.94,302828.33,12.65,60,23,37,57.3,41.65,676,685,Prime,0,Current,1,0.102014,0.336496,302828.33,10395.32,False,0.0,0.0,0.0,0.0
L2400251,ZAAUTO2024-1,B2400251,5,9,SRV-ICICI,20221030,2022-10-30,634053.61,450283.04,12.78,72,48,24,79.81,51.02,818,838,Excellent,0,Current,1,0.004907,0.451313,450283.04,997.16,False,0.0,0.0,0.0,0.0
L2400252,ZAAUTO2024-1,B2400252,4,8,SRV-ICICI,20211030,2021-10-30,1751899.67,777984.66,11.1,60,24,36,70.21,38.55,742,799,Excellent,0,Current,1,0.007596,0.423931,777984.66,2505.36,False,0.0,0.0,0.0,0.0
L2400253,ZAAUTO2024-1,B2400253,1,6,SRV-HDFC,20210530,2021-05-30,565699.04,95979.82,12.47,48,7,41,67.24,24.44,824,788,Excellent,0,Current,1,0.009276,0.378588,95979.82,337.07,False,0.0,0.0,0.0,0.0
L2400254,ZAAUTO2024-1,B2400254,9,3,SRV-BAJAJ,20210530,2021-05-30,1117101.3,393513.52,9.75,60,19,41,72.21,37.84,804,765,Excellent,0,Current,1,0.015565,0.292161,393513.52,1789.49,False,0.0,0.0,0.0,0.0
L2400255,ZAAUTO2024-1,B2400255,8,3,SRV-HDFC,20240430,2024-04-30,893735.26,761683.3,10.39,48,42,6,70.83,41.52,723,666,Prime,169,90+ DPD,3,1.0,0.354642,761683.3,270124.53,True,270124.53,442305.62,270124.53,0.0
L2400256,ZAAUTO2024-1,B2400256,8,7,SRV-BAJAJ,20230430,2023-04-30,1184787.22,848563.88,10.63,60,42,18,79.71,29.44,732,746,Super Prime,0,Current,1,0.025457,0.299422,848563.88,6467.95,False,0.0,0.0,0.0,0.0
L2400257,ZAAUTO2024-1,B2400257,1,6,SRV-HDFC,20230130,2023-01-30,981840.07,579916.36,12.18,48,27,21,69.22,28.27,710,643,Near Prime,0,Current,2,0.479222,0.323322,579916.36,89853.93,False,0.0,0.0,0.0,0.0
L2400258,ZAAUTO2024-1,B2400258,1,12,SRV-ICICI,20230130,2023-01-30,820762.79,606372.13,11.82,72,51,21,58.24,33.54,794,799,Excellent,51,30-59 DPD,2,0.108991,0.292214,606372.13,19312.12,False,0.0,0.0,0.0,0.0
L2400259,ZAAUTO2024-1,B2400259,6,7,SRV-ICICI,20220530,2022-05-30,802518.43,510282.22,10.24,72,43,29,58.12,34.79,721,738,Super Prime,0,Current,1,0.03147,0.349028,510282.22,5604.82,False,0.0,0.0,0.0,0.0
L2400260,ZAAUTO2024-1,B2400260,5,9,SRV-BAJAJ,20221130,2022-11-30,1031228.07,740968.25,12.24,72,49,23,71.26,42.98,702,664,Prime,0,Current,1,0.133021,0.435879,740968.25,42962.25,False,0.0,0.0,0.0,0.0
L2400261,ZAAUTO2024-1,B2400261,5,2,SRV-HDFC,20220730,2022-07-30,644073.16,306048.04,12.66,48,21,27,74.9,20.64,780,806,Excellent,0,Current,1,0.006813,0.346674,306048.04,722.88,False,0.0,0.0,0.0,0.0
L2400262,ZAAUTO2024-1,B2400262,8,6,SRV-ICICI,20220330,2022-03-30,849605.19,127489.39,10.24,36,5,31,79.18,28.03,754,744,Super Prime,0,Current,1,0.026844,0.338245,127489.39,1157.57,False,0.0,0.0,0.0,0.0
L2400263,ZAAUTO2024-1,B2400263,7,12,SRV-HDFC,20231130,2023-11-30,800891.44,654404.86,12.34,60,49,11,61.23,44.8,834,856,Excellent,0,Current,1,0.004478,0.306747,654404.86,898.89,False,0.0,0.0,0.0,0.0
L2400264,ZAAUTO2024-1,B2400264,6,7,SRV-BAJAJ,20240130,2024-01-30,1109069.92,890603.45,11.14,48,39,9,69.13,32.97,698,744,Super Prime,0,Current,1,0.026844,0.442562,890603.45,10580.33,False,0.0,0.0,0.0,0.0
L2400265,ZAAUTO2024-1,B2400265,1,13,SRV-HDFC,20230830,2023-08-30,1209687.75,877502.9,13.91,48,34,14,73.28,23.62,633,647,Near Prime,0,Current,1,0.152111,0.435001,877502.9,58063.18,False,0.0,0.0,0.0,0.0
L2400266,ZAAUTO2024-1,B2400266,4,10,SRV-BAJAJ,20230130,2023-01-30,883093.56,587999.72,9.13,60,39,21,85.88,35.62,799,744,Super Prime,0,Current,2,0.157109,0.315161,587999.72,29114.58,False,0.0,0.0,0.0,0.0
L2400267,ZAAUTO2024-1,B2400267,8,4,SRV-BAJAJ,20231030,2023-10-30,1042604.19,836026.5,11.63,60,48,12,77.05,41.02,624,617,Near Prime,0,Current,1,0.171638,0.348267,836026.5,49974.0,False,0.0,0.0,0.0,0.0
L2400268,ZAAUTO2024-1,B2400268,6,3,SRV-HDFC,20220130,2022-01-30,3084717.44,1533525.46,11.81,60,27,33,53.21,33.79,816,802,Excellent,0,Current,1,0.007238,0.477722,1533525.46,5302.19,False,0.0,0.0,0.0,0.0
L2400269,ZAAUTO2024-1,B2400269,8,7,SRV-BAJAJ,20231230,2023-12-30,2111438.58,1675879.61,13.98,48,38,10,73.43,23.15,786,798,Excellent,0,Current,1,0.007724,0.306105,1675879.61,3962.57,False,0.0,0.0,0.0,0.0
L2400270,ZAAUTO2024-1,B2400270,8,6,SRV-HDFC,20211230,2021-12-30,1400108.63,805418.46,10.53,72,38,34,66.44,40.4,665,645,Near Prime,0,Current,1,0.153943,0.330117,805418.46,40930.63,False,0.0,0.0,0.0,0.0
L2400271,ZAAUTO2024-1,B2400271,6,3,SRV-BAJAJ,20230730,2023-07-30,1319428.35,916403.54,10.36,48,33,15,81.41,31.5,748,780,Excellent,100,90+ DPD,3,1.0,0.377067,916403.54,345545.13,True,345545.13,360514.54,345545.13,0.0
L2400272,ZAAUTO2024-1,B2400272,6,3,SRV-HDFC,20220730,2022-07-30,1387271.21,654545.9,11.94,48,21,27,77.21,22.47,754,741,Super Prime,10,1-29 DPD,1,0.029067,0.313154,654545.9,5958.02,False,0.0,0.0,0.0,0.0
L2400273,ZAAUTO2024-1,B2400273,2,14,SRV-HDFC,20231230,2023-12-30,1246771.63,986776.19,13.16,48,38,10,66.84,20.29,723,757,Excellent,7,1-29 DPD,1,0.019069,0.398995,986776.19,7507.98,False,0.0,0.0,0.0,0.0
L2400274,ZAAUTO2024-1,B2400274,0,1,SRV-ICICI,20231230,2023-12-30,2262793.58,1923916.75,10.05,72,62,10,65.8,46.42,765,716,Super Prime,21,1-29 DPD,1,0.054979,0.309236,1923916.75,32709.18,False,0.0,0.0,0.0,0.0
L2400275,ZAAUTO2024-1,B2400275,8,3,SRV-HDFC,20221230,2022-12-30,1225673.87,810614.91,11.12,60,38,22,76.05,26.73,713,698,Prime,0,Current,1,0.08123,0.401642,810614.91,26446.5,False,0.0,0.0,0.0,0.0
L2400276,ZAAUTO2024-1,B2400276,6,2,SRV-HDFC,20230930,2023-09-30,874895.14,712342.54,8.89,72,59,13,77.47,34.66,691,685,Prime,0,Current,1,0.102014,0.36301,712342.54,26379.63,False,0.0,0.0,0.0,0.0
L2400277,ZAAUTO2024-1,B2400277,7,9,SRV-HDFC,20240229,2024-02-29,716898.34,612648.51,12.14,60,52,8,81.23,25.08,763,763,Excellent,97,90+ DPD,3,1.0,0.340335,612648.51,208505.75,True,208505.75,303502.94,208505.75,0.0
L2400278,ZAAUTO2024-1,B2400278,2,11,SRV-BAJAJ,20240229,2024-02-29,783815.09,666046.05,10.07,60,52,8,84.41,25.97,822,777,Excellent,46,30-59 DPD,2,0.119266,0.375043,666046.05,29792.15,False,0.0,0.0,0.0,0.0
L2400279,ZAAUTO2024-1,B2400279,1,7,SRV-HDFC,20240130,2024-01-30,707823.42,615741.58,13.73,72,63,9,75.17,21.47,765,805,Excellent,0,Current,1,0.006914,0.349022,615741.58,1485.85,False,0.0,0.0,0.0,0.0
L2400280,ZAAUTO2024-1,B2400280,3,14,SRV-HDFC,20230430,2023-04-30,1455503.12,544671.73,9.92,36,18,18,75.92,25.82,671,621,Near Prime,0,Current,1,0.169888,0.417678,544671.73,38649.09,False,0.0,0.0,0.0,208666.88
L2400281,ZAAUTO2024-1,B2400281,8,7,SRV-BAJAJ,20230630,2023-06-30,2644794.1,2162681.79,10.22,84,68,16,85.45,26.89,673,657,Prime,0,Current,1,0.141644,0.338841,2162681.79,103797.65,False,0.0,0.0,0.0,0.0
L2400282,ZAAUTO2024-1,B2400282,8,4,SRV-BAJAJ,20230930,2023-09-30,1654954.47,1323603.74,14.87,60,47,13,68.31,34.59,649,656,Prime,0,Current,1,0.14279,0.274019,1323603.74,51788.91,False,0.0,0.0,0.0,0.0
L2400283,ZAAUTO2024-1,B2400283,3,14,SRV-BAJAJ,20220630,2022-06-30,3015001.22,1344669.77,10.75,48,20,28,58.19,38.42,743,730,Super Prime,0,Current,1,0.038798,0.406829,1344669.77,21224.41,False,0.0,0.0,0.0,0.0
L2400284,ZAAUTO2024-1,B2400284,8,9,SRV-ICICI,20210830,2021-08-30,673927.37,156485.4,10.53,48,10,38,63.46,36.6,699,657,Prime,0,Current,1,0.141644,0.344472,156485.4,7635.32,False,0.0,0.0,0.0,0.0
L2400285,ZAAUTO2024-1,B2400285,2,3,SRV-BAJAJ,20221130,2022-11-30,845144.7,539891.9,9.61,60,37,23,66.94,35.45,750,773,Excellent,0,Current,1,0.012832,0.317672,539891.9,2200.76,False,0.0,0.0,0.0,0.0
L2400286,ZAAUTO2024-1,B2400286,8,5,SRV-BAJAJ,20220530,2022-05-30,1152405.41,240012.34,10.22,36,7,29,61.98,43.53,690,692,Prime,0,Current,1,0.090787,0.402488,240012.34,8770.23,False,0.0,0.0,0.0,0.0
L2400287,ZAAUTO2024-1,B2400287,7,2,SRV-BAJAJ,20220130,2022-01-30,918712.6,460780.83,12.57,60,27,33,63.74,29.78,779,747,Super Prime,0,Current,1,0.024791,0.319871,460780.83,3653.91,False,0.0,0.0,0.0,0.0
L2400288,ZAAUTO2024-1,B2400288,5,8,SRV-BAJAJ,20231130,2023-11-30,512165.64,356568.28,12.27,36,25,11,68.64,33.48,692,690,Prime,0,Current,1,0.094,0.380554,356568.28,12755.18,False,0.0,0.0,0.0,0.0
L2400289,ZAAUTO2024-1,B2400289,4,11,SRV-ICICI,20221130,2022-11-30,1316576.47,937338.07,11.04,72,49,23,68.98,50.98,837,830,Excellent,0,Current,1,0.005205,0.315871,937338.07,1541.0,False,0.0,0.0,0.0,0.0
L2400290,ZAAUTO2024-1,B2400290,7,0,SRV-ICICI,20230930,2023-09-30,1344173.22,1131364.71,9.56,84,71,13,63.32,44.9,674,642,Near Prime,109,90+ DPD,3,1.0,0.35689,1131364.71,403772.99,True,403772.99,635799.72,403772.99,0.0
L2400291,ZAAUTO2024-1,B2400291,8,8,SRV-HDFC,20230630,2023-06-30,2270493.58,888472.59,10.93,48,32,16,59.18,25.53,718,743,Super Prime,0,Current,1,0.027565,0.37758,888472.59,9247.36,False,0.0,0.0,0.0,685902.02
L2400292,ZAAUTO2024-1,B2400292,9,12,SRV-BAJAJ,20240130,2024-01-30,762542.52,636260.8,9.22,60,51,9,63.32,34.0,725,747,Super Prime,0,Current,1,0.024791,0.332471,636260.8,5244.18,False,0.0,0.0,0.0,0.0
L2400293,ZAAUTO2024-1,B2400293,4,6,SRV-HDFC,20230430,2023-04-30,742743.57,531695.64,10.55,60,42,18,65.02,31.07,823,828,Excellent,0,Current,1,0.005293,0.369913,531695.64,1041.09,False,0.0,0.0,0.0,0.0
L2400294,ZAAUTO2024-1,B2400294,5,12,SRV-HDFC,20211130,2021-11-30,1146602.23,345151.77,11.3,48,13,35,79.78,36.58,751,724,Super Prime,65,60-89 DPD,2,0.203025,0.445175,345151.77,31195.33,False,0.0,0.0,0.0,0.0
L2400295,ZAAUTO2024-1,B2400295,7,12,SRV-ICICI,20221230,2022-12-30,1672149.34,1122327.3,13.06,60,38,22,73.55,33.1,805,765,Excellent,0,Current,1,0.015565,0.334872,1122327.3,5849.87,False,0.0,0.0,0.0,0.0
L2400296,ZAAUTO2024-1,B2400296,4,5,SRV-HDFC,20210630,2021-06-30,946501.85,140988.57,10.75,48,8,40,80.17,49.51,737,742,Super Prime,0,Current,1,0.028307,0.399694,140988.57,1595.14,False,0.0,0.0,0.0,38863.58
L2400297,ZAAUTO2024-1,B2400297,7,12,SRV-ICICI,20210930,2021-09-30,666956.93,282441.38,10.4,60,23,37,55.35,24.48,644,657,Prime,0,Current,1,0.141644,0.305329,282441.38,12215.06,False,0.0,0.0,0.0,0.0
L2400298,ZAAUTO2024-1,B2400298,9,3,SRV-BAJAJ,20210930,2021-09-30,847378.91,356526.04,9.92,60,23,37,68.32,39.16,642,642,Near Prime,0,Current,1,0.15653,0.341544,356526.04,19060.63,False,0.0,0.0,0.0,0.0
L2400299,ZAAUTO2024-1,B2400299,2,0,SRV-ICICI,20211030,2021-10-30,640499.15,283143.07,10.75,60,24,36,77.9,22.49,794,809,Excellent,0,Current,1,0.006531,0.416894,283143.07,770.98,False,0.0,0.0,0.0,0.0
L2400300,ZAAUTO2024-1,B2400300,1,3,SRV-BAJAJ,20210730,2021-07-30,864578.51,179746.1,9.89,48,9,39,63.0,31.96,740,755,Excellent,0,Current,1,0.020085,0.372739,179746.1,1345.69,False,0.0,0.0,0.0,0.0
L2400301,ZAAUTO2024-1,B2400301,6,9,SRV-ICICI,20220530,2022-05-30,976724.88,626457.74,11.11,72,43,29,70.38,34.13,816,816,Excellent,0,Current,1,0.005978,0.322233,626457.74,1206.68,False,0.0,0.0,0.0,0.0
L2400302,ZAAUTO2024-1,B2400302,9,3,SRV-HDFC,20240430,2024-04-30,980763.25,797009.98,10.73,36,30,6,72.15,25.71,733,706,Super Prime,106,90+ DPD,3,1.0,0.386749,797009.98,308243.17,True,308243.17,406187.71,308243.17,0.0
L2400303,ZAAUTO2024-1,B2400303,2,14,SRV-HDFC,20221030,2022-10-30,480041.1,249113.28,9.23,48,24,24,67.43,52.16,830,802,Excellent,0,Current,1,0.007238,0.431675,249113.28,778.29,False,0.0,0.0,0.0,0.0
L2400304,ZAAUTO2024-1,B2400304,2,7,SRV-BAJAJ,20211030,2021-10-30,904985.47,385728.24,8.0,60,24,36,79.27,32.03,858,831,Excellent,0,Current,1,0.005163,0.323185,385728.24,643.59,False,0.0,0.0,0.0,0.0
L2400305,ZAAUTO2024-1,B2400305,3,8,SRV-BAJAJ,20230730,2023-07-30,1189697.95,958211.71,12.22,72,57,15,74.11,22.99,727,711,Super Prime,0,Current,1,0.061748,0.371064,958211.71,21954.94,False,0.0,0.0,0.0,0.0
L2400306,ZAAUTO2024-1,B2400306,7,3,SRV-HDFC,20210630,2021-06-30,723368.62,139695.8,12.54,48,8,40,81.43,34.98,670,680,Prime,0,Current,1,0.109903,0.388969,139695.8,5971.82,False,0.0,0.0,0.0,0.0
L2400307,ZAAUTO2024-1,B2400307,0,10,SRV-ICICI,20210630,2021-06-30,734202.32,290520.55,14.57,60,20,40,73.12,29.06,805,797,Excellent,0,Current,1,0.007857,0.348935,290520.55,796.48,False,0.0,0.0,0.0,0.0
L2400308,ZAAUTO2024-1,B2400308,1,3,SRV-HDFC,20240430,2024-04-30,1247529.76,1067625.72,12.34,48,42,6,67.3,46.85,729,730,Super Prime,0,Current,1,0.038798,0.450125,1067625.72,18644.87,False,0.0,0.0,0.0,0.0
L2400309,ZAAUTO2024-1,B2400309,4,11,SRV-HDFC,20220330,2022-03-30,1121353.19,573670.85,8.82,60,29,31,68.91,33.03,787,766,Excellent,0,Current,1,0.015184,0.330566,573670.85,2879.51,False,0.0,0.0,0.0,0.0
L2400310,ZAAUTO2024-1,B2400310,3,4,SRV-HDFC,20211130,2021-11-30,2065680.69,983434.99,13.79,60,25,35,55.61,25.55,830,753,Excellent,0,Current,2,0.142907,0.333636,983434.99,46889.23,False,0.0,0.0,0.0,0.0
L2400311,ZAAUTO2024-1,B2400311,0,1,SRV-BAJAJ,20230930,2023-09-30,1466846.66,1163331.05,12.9,60,47,13,77.3,31.2,724,696,Prime,128,90+ DPD,3,1.0,0.357116,1163331.05,415444.69,True,415444.69,434993.01,415444.69,0.0
L2400312,ZAAUTO2024-1,B2400312,8,13,SRV-ICICI,20230228,2023-02-28,697640.64,485036.1,12.18,60,40,20,64.89,20.31,765,691,Prime,0,Current,2,0.320983,0.301326,485036.1,46912.84,False,0.0,0.0,0.0,0.0
