SnapshotDate,SnapshotDateKey,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,RollFlag,CurrentBalance,RBI_SMA_Class,CureFlag,RepossessionFlag,WriteOffFlag
2024-02-29,20240229,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-03-30,20240330,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-04-30,20240430,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-05-30,20240530,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-06-30,20240630,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-07-30,20240730,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-08-30,20240830,L2400230,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,776270.31,SMA-0,False,False,False
2024-09-30,20240930,L2400230,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,776270.31,Standard,True,False,False
2024-10-30,20241030,L2400230,ZAAUTO2024-1,0,Current,Current,Same,776270.31,Standard,False,False,False
2023-11-30,20231130,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2023-12-30,20231230,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-01-30,20240130,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-02-29,20240229,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-03-30,20240330,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-04-30,20240430,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-05-30,20240530,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-06-30,20240630,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-07-30,20240730,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-08-30,20240830,L2400231,ZAAUTO2024-1,0,Current,Current,Same,629678.26,Standard,False,False,False
2024-09-30,20240930,L2400231,ZAAUTO2024-1,11,1-29 DPD,Current,Forward Roll,629678.26,SMA-0,False,False,False
2024-10-30,20241030,L2400231,ZAAUTO2024-1,11,1-29 DPD,1-29 DPD,Same,629678.26,SMA-0,False,False,False
2023-11-30,20231130,L2400232,ZAAUTO2024-1,30,30-59 DPD,Current,Same,539039.33,SMA-0,False,False,False
2023-12-30,20231230,L2400232,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,539039.33,Standard,True,False,False
2024-01-30,20240130,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-02-29,20240229,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-03-30,20240330,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-04-30,20240430,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-05-30,20240530,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-06-30,20240630,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-07-30,20240730,L2400232,ZAAUTO2024-1,0,Current,Current,Same,539039.33,Standard,False,False,False
2024-08-30,20240830,L2400232,ZAAUTO2024-1,21,1-29 DPD,Current,Forward Roll,539039.33,SMA-0,False,False,False
2024-09-30,20240930,L2400232,ZAAUTO2024-1,21,1-29 DPD,1-29 DPD,Same,539039.33,SMA-0,False,False,False
2024-10-30,20241030,L2400232,ZAAUTO2024-1,51,30-59 DPD,1-29 DPD,Forward Roll,539039.33,SMA-1,False,False,False
2023-11-30,20231130,L2400233,ZAAUTO2024-1,122,90+ DPD,Current,Same,343685.46,NPA,False,False,False
2023-12-30,20231230,L2400233,ZAAUTO2024-1,92,90+ DPD,90+ DPD,Same,343685.46,NPA,False,False,False
2024-01-30,20240130,L2400233,ZAAUTO2024-1,92,90+ DPD,90+ DPD,Same,343685.46,NPA,False,False,False
2024-02-29,20240229,L2400233,ZAAUTO2024-1,62,60-89 DPD,90+ DPD,Backward Roll,343685.46,SMA-2,False,False,False
2024-03-30,20240330,L2400233,ZAAUTO2024-1,32,30-59 DPD,60-89 DPD,Backward Roll,343685.46,SMA-1,False,False,False
2024-04-30,20240430,L2400233,ZAAUTO2024-1,32,30-59 DPD,30-59 DPD,Same,343685.46,SMA-1,False,False,False
2024-05-30,20240530,L2400233,ZAAUTO2024-1,32,30-59 DPD,30-59 DPD,Same,343685.46,SMA-1,False,False,False
2024-06-30,20240630,L2400233,ZAAUTO2024-1,32,30-59 DPD,30-59 DPD,Same,343685.46,SMA-1,False,False,False
2024-07-30,20240730,L2400233,ZAAUTO2024-1,32,30-59 DPD,30-59 DPD,Same,343685.46,SMA-1,False,False,False
2024-08-30,20240830,L2400233,ZAAUTO2024-1,62,60-89 DPD,30-59 DPD,Forward Roll,343685.46,SMA-2,False,False,False
2024-09-30,20240930,L2400233,ZAAUTO2024-1,62,60-89 DPD,60-89 DPD,Same,343685.46,SMA-2,False,False,False
2024-10-30,20241030,L2400233,ZAAUTO2024-1,32,30-59 DPD,60-89 DPD,Backward Roll,343685.46,SMA-1,False,False,False
2023-11-30,20231130,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2023-12-30,20231230,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-01-30,20240130,L2400234,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,257493.1,SMA-0,False,False,False
2024-02-29,20240229,L2400234,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,257493.1,Standard,True,False,False
2024-03-30,20240330,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-04-30,20240430,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-05-30,20240530,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-06-30,20240630,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-07-30,20240730,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-08-30,20240830,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-09-30,20240930,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2024-10-30,20241030,L2400234,ZAAUTO2024-1,0,Current,Current,Same,257493.1,Standard,False,False,False
2023-11-30,20231130,L2400235,ZAAUTO2024-1,30,30-59 DPD,Current,Same,434517.75,SMA-0,False,False,False
2023-12-30,20231230,L2400235,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,434517.75,Standard,True,False,False
2024-01-30,20240130,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-02-29,20240229,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-03-30,20240330,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-04-30,20240430,L2400235,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,434517.75,SMA-0,False,False,False
2024-05-30,20240530,L2400235,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,434517.75,SMA-0,False,False,False
2024-06-30,20240630,L2400235,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,434517.75,Standard,True,False,False
2024-07-30,20240730,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-08-30,20240830,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-09-30,20240930,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2024-10-30,20241030,L2400235,ZAAUTO2024-1,0,Current,Current,Same,434517.75,Standard,False,False,False
2023-11-30,20231130,L2400236,ZAAUTO2024-1,60,60-89 DPD,Current,Same,444670.26,SMA-1,False,False,False
2023-12-30,20231230,L2400236,ZAAUTO2024-1,90,90+ DPD,60-89 DPD,Forward Roll,444670.26,NPA,False,False,False
2024-01-30,20240130,L2400236,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,444670.26,NPA,False,True,False
2024-02-29,20240229,L2400236,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,444670.26,NPA,False,False,False
2024-03-30,20240330,L2400236,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,444670.26,NPA,False,False,False
2024-04-30,20240430,L2400236,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,444670.26,NPA,False,False,False
2024-05-30,20240530,L2400236,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,444670.26,SMA-1,False,False,False
2024-06-30,20240630,L2400236,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,444670.26,SMA-1,False,False,False
2024-07-30,20240730,L2400236,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,444670.26,SMA-1,False,False,False
2024-08-30,20240830,L2400236,ZAAUTO2024-1,60,60-89 DPD,60-89 DPD,Same,444670.26,SMA-1,False,False,False
2024-09-30,20240930,L2400236,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,444670.26,SMA-0,False,False,False
2024-10-30,20241030,L2400236,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,444670.26,Standard,True,False,False
2023-11-30,20231130,L2400237,ZAAUTO2024-1,0,Current,Current,Same,732494.9,Standard,False,False,False
2023-12-30,20231230,L2400237,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,732494.9,SMA-0,False,False,False
2024-01-30,20240130,L2400237,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,732494.9,SMA-0,False,False,False
2024-02-29,20240229,L2400237,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,732494.9,SMA-0,False,False,False
2024-03-30,20240330,L2400237,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,732494.9,SMA-0,False,False,False
2024-04-30,20240430,L2400237,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,732494.9,SMA-0,False,False,False
2024-05-30,20240530,L2400237,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,732494.9,Standard,True,False,False
2024-06-30,20240630,L2400237,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,732494.9,SMA-0,False,False,False
2024-07-30,20240730,L2400237,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,732494.9,SMA-0,False,False,False
2024-08-30,20240830,L2400237,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,732494.9,Standard,True,False,False
2024-09-30,20240930,L2400237,ZAAUTO2024-1,0,Current,Current,Same,732494.9,Standard,False,False,False
2024-10-30,20241030,L2400237,ZAAUTO2024-1,0,Current,Current,Same,732494.9,Standard,False,False,False
2023-11-30,20231130,L2400238,ZAAUTO2024-1,0,Current,Current,Same,165573.83,Standard,False,False,False
2023-12-30,20231230,L2400238,ZAAUTO2024-1,0,Current,Current,Same,165573.83,Standard,False,False,False
2024-01-30,20240130,L2400238,ZAAUTO2024-1,0,Current,Current,Same,165573.83,Standard,False,False,False
2024-02-29,20240229,L2400238,ZAAUTO2024-1,11,1-29 DPD,Current,Forward Roll,165573.83,SMA-0,False,False,False
2024-03-30,20240330,L2400238,ZAAUTO2024-1,11,1-29 DPD,1-29 DPD,Same,165573.83,SMA-0,False,False,False
2024-04-30,20240430,L2400238,ZAAUTO2024-1,41,30-59 DPD,1-29 DPD,Forward Roll,165573.83,SMA-1,False,False,False
2024-05-30,20240530,L2400238,ZAAUTO2024-1,41,30-59 DPD,30-59 DPD,Same,165573.83,SMA-1,False,False,False
2024-06-30,20240630,L2400238,ZAAUTO2024-1,41,30-59 DPD,30-59 DPD,Same,165573.83,SMA-1,False,False,False
2024-07-30,20240730,L2400238,ZAAUTO2024-1,41,30-59 DPD,30-59 DPD,Same,165573.83,SMA-1,False,False,False
2024-08-30,20240830,L2400238,ZAAUTO2024-1,11,1-29 DPD,30-59 DPD,Backward Roll,165573.83,SMA-0,False,False,False
2024-09-30,20240930,L2400238,ZAAUTO2024-1,41,30-59 DPD,1-29 DPD,Forward Roll,165573.83,SMA-1,False,False,False
2024-10-30,20241030,L2400238,ZAAUTO2024-1,41,30-59 DPD,30-59 DPD,Same,165573.83,SMA-1,False,False,False
2023-11-30,20231130,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2023-12-30,20231230,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-01-30,20240130,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-02-29,20240229,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-03-30,20240330,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-04-30,20240430,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-05-30,20240530,L2400239,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,495369.23,SMA-0,False,False,False
2024-06-30,20240630,L2400239,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,495369.23,SMA-0,False,False,False
2024-07-30,20240730,L2400239,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,495369.23,Standard,True,False,False
2024-08-30,20240830,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-09-30,20240930,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2024-10-30,20241030,L2400239,ZAAUTO2024-1,0,Current,Current,Same,495369.23,Standard,False,False,False
2023-11-30,20231130,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2023-12-30,20231230,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-01-30,20240130,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-02-29,20240229,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-03-30,20240330,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-04-30,20240430,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-05-30,20240530,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-06-30,20240630,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-07-30,20240730,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-08-30,20240830,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-09-30,20240930,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2024-10-30,20241030,L2400240,ZAAUTO2024-1,0,Current,Current,Same,536777.73,Standard,False,False,False
2023-11-30,20231130,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2023-12-30,20231230,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-01-30,20240130,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-02-29,20240229,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-03-30,20240330,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-04-30,20240430,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-05-30,20240530,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-06-30,20240630,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-07-30,20240730,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-08-30,20240830,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-09-30,20240930,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2024-10-30,20241030,L2400241,ZAAUTO2024-1,0,Current,Current,Same,568524.13,Standard,False,False,False
2023-11-30,20231130,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2023-12-30,20231230,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2024-01-30,20240130,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2024-02-29,20240229,L2400242,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,361519.25,SMA-0,False,False,False
2024-03-30,20240330,L2400242,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,361519.25,SMA-0,False,False,False
2024-04-30,20240430,L2400242,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,361519.25,SMA-0,False,False,False
2024-05-30,20240530,L2400242,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,361519.25,Standard,True,False,False
2024-06-30,20240630,L2400242,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,361519.25,SMA-0,False,False,False
2024-07-30,20240730,L2400242,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,361519.25,Standard,True,False,False
2024-08-30,20240830,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2024-09-30,20240930,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2024-10-30,20241030,L2400242,ZAAUTO2024-1,0,Current,Current,Same,361519.25,Standard,False,False,False
2023-11-30,20231130,L2400243,ZAAUTO2024-1,0,Current,Current,Same,561081.02,Standard,False,False,False
2023-12-30,20231230,L2400243,ZAAUTO2024-1,0,Current,Current,Same,561081.02,Standard,False,False,False
2024-01-30,20240130,L2400243,ZAAUTO2024-1,0,Current,Current,Same,561081.02,Standard,False,False,False
2024-02-29,20240229,L2400243,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,561081.02,SMA-0,False,False,False
2024-03-30,20240330,L2400243,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,561081.02,Standard,True,False,False
2024-04-30,20240430,L2400243,ZAAUTO2024-1,0,Current,Current,Same,561081.02,Standard,False,False,False
2024-05-30,20240530,L2400243,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,561081.02,SMA-0,False,False,False
2024-06-30,20240630,L2400243,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,561081.02,SMA-0,False,False,False
2024-07-30,20240730,L2400243,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,561081.02,SMA-0,False,False,False
2024-08-30,20240830,L2400243,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,561081.02,SMA-0,False,False,False
2024-09-30,20240930,L2400243,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,561081.02,Standard,True,False,False
2024-10-30,20241030,L2400243,ZAAUTO2024-1,0,Current,Current,Same,561081.02,Standard,False,False,False
2023-11-30,20231130,L2400244,ZAAUTO2024-1,90,90+ DPD,Current,Same,547438.64,NPA,False,False,False
2023-12-30,20231230,L2400244,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-01-30,20240130,L2400244,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-02-29,20240229,L2400244,ZAAUTO2024-1,150,90+ DPD,90+ DPD,Same,547438.64,NPA,False,True,False
2024-03-30,20240330,L2400244,ZAAUTO2024-1,150,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-04-30,20240430,L2400244,ZAAUTO2024-1,180,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-05-30,20240530,L2400244,ZAAUTO2024-1,150,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-06-30,20240630,L2400244,ZAAUTO2024-1,120,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-07-30,20240730,L2400244,ZAAUTO2024-1,90,90+ DPD,90+ DPD,Same,547438.64,NPA,False,False,False
2024-08-30,20240830,L2400244,ZAAUTO2024-1,60,60-89 DPD,90+ DPD,Backward Roll,547438.64,SMA-1,False,False,False
2024-09-30,20240930,L2400244,ZAAUTO2024-1,30,30-59 DPD,60-89 DPD,Backward Roll,547438.64,SMA-0,False,False,False
2024-10-30,20241030,L2400244,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,547438.64,Standard,True,False,False
2023-11-30,20231130,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2023-12-30,20231230,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2024-01-30,20240130,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2024-02-29,20240229,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2024-03-30,20240330,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2024-04-30,20240430,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2024-05-30,20240530,L2400245,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,495104.25,SMA-0,False,False,False
2024-06-30,20240630,L2400245,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,495104.25,SMA-0,False,False,False
2024-07-30,20240730,L2400245,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,495104.25,SMA-0,False,False,False
2024-08-30,20240830,L2400245,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,495104.25,SMA-0,False,False,False
2024-09-30,20240930,L2400245,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,495104.25,Standard,True,False,False
2024-10-30,20241030,L2400245,ZAAUTO2024-1,0,Current,Current,Same,495104.25,Standard,False,False,False
2023-11-30,20231130,L2400246,ZAAUTO2024-1,103,90+ DPD,Current,Same,268155.23,NPA,False,False,False
2023-12-30,20231230,L2400246,ZAAUTO2024-1,73,60-89 DPD,90+ DPD,Backward Roll,268155.23,SMA-2,False,False,False
2024-01-30,20240130,L2400246,ZAAUTO2024-1,73,60-89 DPD,60-89 DPD,Same,268155.23,SMA-2,False,False,False
2024-02-29,20240229,L2400246,ZAAUTO2024-1,73,60-89 DPD,60-89 DPD,Same,268155.23,SMA-2,False,False,False
2024-03-30,20240330,L2400246,ZAAUTO2024-1,73,60-89 DPD,60-89 DPD,Same,268155.23,SMA-2,False,False,False
2024-04-30,20240430,L2400246,ZAAUTO2024-1,73,60-89 DPD,60-89 DPD,Same,268155.23,SMA-2,False,False,False
2024-05-30,20240530,L2400246,ZAAUTO2024-1,73,60-89 DPD,60-89 DPD,Same,268155.23,SMA-2,False,False,False
2024-06-30,20240630,L2400246,ZAAUTO2024-1,43,30-59 DPD,60-89 DPD,Backward Roll,268155.23,SMA-1,False,False,False
2024-07-30,20240730,L2400246,ZAAUTO2024-1,43,30-59 DPD,30-59 DPD,Same,268155.23,SMA-1,False,False,False
2024-08-30,20240830,L2400246,ZAAUTO2024-1,13,1-29 DPD,30-59 DPD,Backward Roll,268155.23,SMA-0,False,False,False
2024-09-30,20240930,L2400246,ZAAUTO2024-1,13,1-29 DPD,1-29 DPD,Same,268155.23,SMA-0,False,False,False
2024-10-30,20241030,L2400246,ZAAUTO2024-1,13,1-29 DPD,1-29 DPD,Same,268155.23,SMA-0,False,False,False
2023-11-30,20231130,L2400247,ZAAUTO2024-1,30,30-59 DPD,Current,Same,536270.54,SMA-0,False,False,False
2023-12-30,20231230,L2400247,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,536270.54,SMA-0,False,False,False
2024-01-30,20240130,L2400247,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,536270.54,SMA-0,False,False,False
2024-02-29,20240229,L2400247,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,536270.54,SMA-0,False,False,False
2024-03-30,20240330,L2400247,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,536270.54,Standard,True,False,False
2024-04-30,20240430,L2400247,ZAAUTO2024-1,0,Current,Current,Same,536270.54,Standard,False,False,False
2024-05-30,20240530,L2400247,ZAAUTO2024-1,0,Current,Current,Same,536270.54,Standard,False,False,False
2024-06-30,20240630,L2400247,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,536270.54,SMA-0,False,False,False
2024-07-30,20240730,L2400247,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,536270.54,SMA-0,False,False,False
2024-08-30,20240830,L2400247,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,536270.54,SMA-0,False,False,False
2024-09-30,20240930,L2400247,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,536270.54,Standard,True,False,False
2024-10-30,20241030,L2400247,ZAAUTO2024-1,0,Current,Current,Same,536270.54,Standard,False,False,False
2023-11-30,20231130,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2023-12-30,20231230,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-01-30,20240130,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-02-29,20240229,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-03-30,20240330,L2400248,ZAAUTO2024-1,30,30-59 DPD,Current,Forward Roll,622732.2,SMA-0,False,False,False
2024-04-30,20240430,L2400248,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,622732.2,SMA-0,False,False,False
2024-05-30,20240530,L2400248,ZAAUTO2024-1,0,Current,30-59 DPD,Backward Roll,622732.2,Standard,True,False,False
2024-06-30,20240630,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-07-30,20240730,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-08-30,20240830,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-09-30,20240930,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2024-10-30,20241030,L2400248,ZAAUTO2024-1,0,Current,Current,Same,622732.2,Standard,False,False,False
2023-11-30,20231130,L2400249,ZAAUTO2024-1,30,30-59 DPD,Current,Same,428874.94,SMA-0,False,False,False
2023-12-30,20231230,L2400249,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,428874.94,SMA-0,False,False,False
2024-01-30,20240130,L2400249,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,428874.94,SMA-0,False,False,False
2024-02-29,20240229,L2400249,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,428874.94,SMA-0,False,False,False
2024-03-30,20240330,L2400249,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,428874.94,SMA-0,False,False,False
2024-04-30,20240430,L2400249,ZAAUTO2024-1,30,30-59 DPD,30-59 DPD,Same,428874.94,SMA-0,False,False,False
